      ,InitSim              ,DlgSim              ,QuestMark,Dup  ,What ,Where,When ,Why  ,Who  ,How  ,AbsPos,NormPos            ,Len,LenUni,LenStem,Starter,Thank,ExMark,Feedback,SenScr(Neg),SenScr(Neu),SenScr(Pos),Lex(Pos),Lex(Neg),label
1385_1,0.2015097923406323   ,0.9730973609267725  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,52 ,34    ,33     ,False  ,False,False ,False   ,0.0        ,0.83       ,0.17       ,2       ,1       ,PA
1385_2,0.0                  ,0.230394284124737   ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,6  ,6     ,6      ,True   ,True ,True  ,False   ,0.0        ,0.459      ,0.541      ,1       ,0       ,PF
1386_0,1.0                  ,0.22720639679601057 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,3  ,3     ,3      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,OQ
1386_1,0.049985833073503495 ,0.8296594555015614  ,True     ,False,True ,False,True ,False,False,False,1     ,0.25               ,61 ,44    ,43     ,False  ,False,False ,False   ,0.032      ,0.865      ,0.103      ,1       ,3       ,CQ IR PA
1386_2,0.5441347214783023   ,0.3431042694514995  ,False    ,False,False,False,False,False,False,False,2     ,0.5                ,12 ,10    ,10     ,True   ,False,False ,False   ,0.145      ,0.855      ,0.0        ,0       ,1       ,FD
1386_3,0.16885684784635532  ,0.7222632082299388  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,33 ,28    ,27     ,False  ,False,False ,False   ,0.0        ,0.833      ,0.167      ,1       ,2       ,PA
1386_4,0.09270218061098573  ,0.44273236231383123 ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,9  ,9     ,8      ,False  ,False,False ,False   ,0.103      ,0.85       ,0.047      ,0       ,0       ,RQ
1387_0,1.0                  ,0.3258257341994427  ,False    ,False,False,False,True ,False,False,True ,0     ,0.0                ,61 ,41    ,40     ,True   ,False,False ,False   ,0.028      ,0.852      ,0.121      ,2       ,2       ,OQ
1387_1,0.2623153769638995   ,0.8129430145207558  ,False    ,False,False,False,True ,False,False,False,1     ,0.2                ,56 ,40    ,37     ,False  ,False,False ,False   ,0.103      ,0.801      ,0.096      ,2       ,4       ,PA
1387_2,0.09832612918630598  ,0.5058479714186486  ,False    ,False,True ,False,False,False,False,False,2     ,0.4                ,19 ,16    ,16     ,True   ,True ,False ,False   ,0.0        ,0.882      ,0.118      ,2       ,0       ,CQ
1387_3,0.26815433839529645  ,0.8783899092920148  ,False    ,False,True ,False,True ,False,False,False,3     ,0.6                ,109,68    ,60     ,False  ,False,False ,False   ,0.019      ,0.931      ,0.049      ,2       ,2       ,PA
1387_4,0.23799313631618668  ,0.489955201860011   ,False    ,False,True ,False,False,False,False,False,4     ,0.8                ,34 ,28    ,27     ,True   ,True ,False ,False   ,0.069      ,0.771      ,0.161      ,5       ,1       ,FQ
1387_5,0.22257132452039302  ,0.5991753156617831  ,True     ,True ,True ,False,False,False,False,False,5     ,1.0                ,43 ,29    ,25     ,False  ,False,False ,False   ,0.033      ,0.859      ,0.108      ,1       ,0       ,PA
1388_0,1.0000000000000002   ,0.3737441433196781  ,False    ,False,False,False,False,False,False,True ,0     ,0.0                ,26 ,23    ,22     ,True   ,True ,False ,False   ,0.0        ,0.665      ,0.335      ,2       ,1       ,OQ
1388_1,0.3540016673730572   ,0.9772958504645893  ,True     ,False,True ,False,False,False,False,False,1     ,0.3333333333333333 ,77 ,45    ,41     ,False  ,False,False ,False   ,0.032      ,0.951      ,0.017      ,2       ,0       ,CQ
1388_2,0.21110181192571487  ,0.3773539122762407  ,True     ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,7  ,7     ,7      ,False  ,False,False ,False   ,0.0        ,0.769      ,0.231      ,0       ,0       ,OQ RQ
1388_3,0.1192743739156437   ,0.3300734326665574  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,6  ,5     ,5      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1389_0,0.9999999999999963   ,0.17172582989961147 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,55 ,45    ,43     ,True   ,False,True  ,False   ,0.035      ,0.86       ,0.105      ,5       ,1       ,OQ
1389_1,0.13467788628753974  ,0.9772490601503809  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,37 ,22    ,21     ,False  ,False,False ,False   ,0.0        ,0.816      ,0.184      ,5       ,0       ,PA
1389_2,0.19270640068195477  ,0.23852524586259488 ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,5  ,5     ,5      ,False  ,False,False ,False   ,0.0        ,0.822      ,0.178      ,2       ,0       ,OQ RQ
1390_0,1.0                  ,0.5044395447922159  ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,17 ,13    ,13     ,True   ,False,False ,False   ,0.0        ,0.954      ,0.046      ,0       ,0       ,OQ
1390_1,0.3180139177256143   ,0.6869455188331293  ,True     ,False,True ,False,False,False,False,False,1     ,0.3333333333333333 ,25 ,21    ,20     ,False  ,False,False ,False   ,0.074      ,0.872      ,0.054      ,0       ,1       ,CQ IR PA
1390_2,0.5734923352121508   ,0.7322830157662876  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,17 ,14    ,14     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FD
1390_3,0.28301349033157447  ,0.7870286371957346  ,False    ,True ,False,False,False,False,False,False,3     ,1.0                ,24 ,20    ,19     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,PA
1391_0,1.0                  ,0.4273220694365509  ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,82 ,40    ,40     ,True   ,True ,False ,False   ,0.044      ,0.915      ,0.041      ,1       ,0       ,OQ
1391_1,0.4190358680064162   ,0.9890274761267709  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,70 ,20    ,20     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1391_2,0.08721272139424403  ,0.147731687414409   ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,7  ,7     ,7      ,True   ,True ,True  ,False   ,0.0        ,0.61       ,0.39       ,1       ,0       ,PF
1392_0,1.0                  ,0.1504190104514961  ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,38 ,37    ,36     ,True   ,False,False ,False   ,0.043      ,0.924      ,0.033      ,2       ,1       ,OQ
1392_1,0.11203895904575954  ,0.8632301792696815  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,47 ,40    ,40     ,False  ,False,False ,False   ,0.13       ,0.693      ,0.178      ,4       ,3       ,PA
1392_2,0.12182192390611932  ,0.6272391249283741  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,16 ,16    ,15     ,False  ,False,False ,False   ,0.245      ,0.682      ,0.073      ,1       ,2       ,RQ
1393_0,1.0000000000000002   ,0.2797535916767182  ,False    ,True ,True ,False,False,False,False,False,0     ,0.0                ,43 ,38    ,38     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,1       ,1       ,OQ
1393_1,0.1782159765244539   ,0.5147353964160061  ,False    ,False,False,False,False,False,False,False,1     ,0.14285714285714285,24 ,18    ,18     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,2       ,PA
1393_2,0.197087703485935    ,0.6237061357438011  ,False    ,False,False,False,False,False,False,False,2     ,0.2857142857142857 ,36 ,26    ,26     ,True   ,True ,True  ,False   ,0.044      ,0.832      ,0.124      ,2       ,1       ,PF
1393_3,0.0                  ,0.16922213921636362 ,False    ,False,False,False,False,False,False,False,3     ,0.42857142857142855,3  ,3     ,3      ,False  ,False,False ,False   ,0.0        ,0.5        ,0.5        ,1       ,0       ,GG
1393_4,0.1373950230768157   ,0.3372020590192044  ,False    ,False,False,False,False,False,False,False,4     ,0.5714285714285714 ,7  ,7     ,7      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,1       ,0       ,FD
1393_5,0.04151591398315316  ,0.24655192889749236 ,False    ,False,False,False,False,False,False,False,5     ,0.7142857142857143 ,4  ,4     ,4      ,False  ,False,False ,True    ,0.214      ,0.568      ,0.218      ,0       ,0       ,RQ
1393_6,0.18056811703260037  ,0.5970952122555332  ,False    ,False,False,False,False,False,False,False,6     ,0.8571428571428571 ,17 ,16    ,16     ,False  ,False,False ,False   ,0.0        ,0.94       ,0.06       ,2       ,0       ,FD PA
1393_7,0.10621249932312302  ,0.5758137293463924  ,False    ,False,False,False,False,False,False,False,7     ,1.0                ,41 ,38    ,38     ,False  ,False,False ,False   ,0.0        ,0.902      ,0.098      ,0       ,1       ,FD
1394_0,0.9999999999999997   ,0.31552459796075943 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,149,93    ,88     ,True   ,True ,False ,False   ,0.064      ,0.817      ,0.118      ,4       ,6       ,OQ
1394_1,0.18014447131173014  ,0.6403064943163667  ,False    ,False,True ,False,False,False,False,False,1     ,0.3333333333333333 ,34 ,28    ,28     ,False  ,False,False ,False   ,0.034      ,0.846      ,0.119      ,2       ,1       ,FD PA
1394_2,0.23941248136262608  ,0.7820686289441834  ,True     ,False,False,False,True ,False,False,False,2     ,0.6666666666666666 ,69 ,54    ,53     ,True   ,True ,False ,False   ,0.096      ,0.804      ,0.101      ,2       ,4       ,PF
1394_3,0.24823943958931025  ,0.6959254803926656  ,False    ,False,True ,False,False,False,False,False,3     ,1.0                ,64 ,34    ,34     ,False  ,False,False ,False   ,0.058      ,0.863      ,0.079      ,2       ,3       ,FD PA
1395_0,0.9999999999999996   ,0.2022498585240665  ,True     ,True ,True ,False,False,False,False,True ,0     ,0.0                ,63 ,56    ,55     ,True   ,False,False ,False   ,0.0        ,0.829      ,0.171      ,5       ,0       ,OQ
1395_1,0.1336932802251799   ,0.6560376363923209  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,35 ,28    ,26     ,False  ,False,False ,False   ,0.0        ,0.871      ,0.129      ,2       ,0       ,PA
1395_2,0.17191843027007944  ,0.8534772707731304  ,False    ,True ,False,False,False,False,True ,False,2     ,1.0                ,37 ,33    ,33     ,False  ,False,False ,False   ,0.0        ,0.84       ,0.16       ,2       ,3       ,IR
1396_0,1.0                  ,0.36998723123050653 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,22 ,21    ,21     ,True   ,True ,True  ,False   ,0.0        ,0.836      ,0.164      ,1       ,0       ,OQ
1396_1,0.4050295933816929   ,0.825754980400801   ,False    ,True ,False,False,True ,False,False,True ,1     ,0.5                ,59 ,43    ,41     ,False  ,True ,False ,False   ,0.012      ,0.867      ,0.121      ,3       ,3       ,PA PF
1396_2,0.24063185829674602  ,0.8783350016448255  ,False    ,True ,False,False,False,False,False,False,2     ,1.0                ,70 ,48    ,46     ,False  ,False,False ,False   ,0.0        ,0.976      ,0.024      ,0       ,0       ,PA PF
1397_0,1.0                  ,0.15552027691282924 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,8  ,8     ,8      ,True   ,False,False ,False   ,0.0        ,0.8        ,0.2        ,1       ,0       ,OQ
1397_1,0.09616006058139705  ,0.8695469626603486  ,True     ,False,True ,False,False,False,False,False,1     ,0.5                ,30 ,24    ,24     ,False  ,False,False ,False   ,0.041      ,0.812      ,0.147      ,1       ,0       ,IR PA
1397_2,0.16944985907390717  ,0.7573848561208623  ,True     ,False,True ,False,False,False,False,False,2     ,1.0                ,11 ,10    ,10     ,False  ,False,False ,False   ,0.0        ,0.881      ,0.119      ,2       ,0       ,FD RQ
1398_0,1.0000000000000004   ,0.23101450893187725 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,9  ,9     ,9      ,True   ,True ,True  ,False   ,0.0        ,0.79       ,0.21       ,0       ,1       ,OQ
1398_1,0.15767257261220183  ,0.6475575187683079  ,False    ,False,False,False,False,False,False,False,1     ,0.16666666666666666,46 ,37    ,37     ,False  ,True ,False ,False   ,0.0        ,0.928      ,0.072      ,0       ,0       ,PA
1398_2,0.0                  ,0.2749494044125091  ,False    ,False,False,False,False,False,False,False,2     ,0.3333333333333333 ,4  ,4     ,4      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,1       ,0       ,PA
1398_3,0.14527112723373484  ,0.6692658272181168  ,False    ,False,False,False,False,False,False,False,3     ,0.5                ,41 ,34    ,33     ,False  ,False,False ,False   ,0.0        ,0.954      ,0.046      ,2       ,0       ,PA
1398_4,0.10911267051502074  ,0.3964167870218058  ,False    ,False,False,False,False,False,False,False,4     ,0.6666666666666666 ,11 ,9     ,9      ,True   ,False,True  ,False   ,0.168      ,0.832      ,0.0        ,0       ,0       ,FD NF
1398_5,0.021031871105831032 ,0.46617343006670847 ,False    ,False,True ,False,False,False,False,False,5     ,0.8333333333333334 ,16 ,14    ,14     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,1       ,0       ,PA
1398_6,0.19141885067261175  ,0.4919012230009502  ,False    ,False,False,False,True ,False,False,False,6     ,1.0                ,24 ,19    ,19     ,True   ,True ,True  ,False   ,0.0        ,0.88       ,0.12       ,1       ,0       ,PF
1399_0,1.0                  ,0.3032420205904126  ,True     ,False,True ,False,False,False,False,True ,0     ,0.0                ,72 ,52    ,50     ,True   ,False,False ,True    ,0.03       ,0.865      ,0.105      ,1       ,1       ,OQ
1399_1,0.23627940473238954  ,0.6858975177986545  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,40 ,27    ,25     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1399_2,0.25561271452598483  ,0.9084035164633446  ,True     ,False,True ,False,False,False,False,False,2     ,0.6666666666666666 ,112,94    ,85     ,False  ,False,False ,False   ,0.054      ,0.893      ,0.053      ,4       ,1       ,FD PA
1399_3,0.12245544979603418  ,0.2992409997595418  ,True     ,False,False,False,False,False,False,False,3     ,1.0                ,10 ,9     ,9      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,IR
1400_0,1.0000000000000002   ,0.24162780777230486 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,61 ,46    ,45     ,True   ,False,False ,False   ,0.156      ,0.761      ,0.083      ,1       ,6       ,OQ
1400_1,0.2053577181896612   ,0.746486175828391   ,False    ,False,True ,False,False,False,False,False,1     ,0.3333333333333333 ,56 ,37    ,37     ,False  ,False,False ,False   ,0.0        ,0.933      ,0.067      ,2       ,1       ,PA
1400_2,0.1977857191673796   ,0.8565449718239457  ,True     ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,82 ,63    ,61     ,False  ,False,False ,False   ,0.046      ,0.876      ,0.078      ,5       ,0       ,PA
1400_3,0.027204585072330662 ,0.33659879311610924 ,True     ,False,False,False,False,False,False,False,3     ,1.0                ,9  ,8     ,8      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,CQ
1401_0,0.9999999999999998   ,0.30970450184788256 ,True     ,False,True ,False,True ,False,False,True ,0     ,0.0                ,39 ,28    ,26     ,True   ,False,False ,False   ,0.0        ,0.955      ,0.045      ,0       ,1       ,OQ
